time,chiJ_vector,chiJ_klt2p5,rho_total,initial_scale,precondition_epsA,lorenz_shadow_relative_vector_rms,longitudinal_field_fraction,spherical_safe_kmax,kinit_effective,dt,seed,gauss_constraint_relative_rms,escape_speed_over_c,beta_energy_mean,frac_beta_lt1
3.6,-0.091420059642,-0.130007609616,0.460190591237,,,0.000861920178176,0.000463114334503,,,,,3.82958251164e-17,0.0120337687956,2.97739038289,0.000238489797695
3.7,-0.00648825900183,-0.055842246188,0.460201347052,,,0.000574413714826,0.000875602006145,,,,,2.90085702466e-17,0.0125916433741,2.98717597906,0.000349728923692
3.8,0.0360776401989,-0.0184784257794,0.460215454303,,,0.000427839490117,0.0015900889034,,,,,2.52960710017e-17,0.0130856747527,3.00895058825,0.000546240011298
3.9,0.0391361094636,-0.0151756923225,0.460228564575,,,0.000310529578742,0.00258636671173,,,,,2.34703825026e-17,0.0134913989045,3.04665753456,0.000820992466708
4,-0.00643605386697,-0.0555828472609,0.460237544834,,,0.00022540282731,0.00330509559138,,,,,2.26967953617e-17,0.0137902918354,3.08699439965,0.00104147409626
4.1,-0.120660162222,-0.16775311114,0.460241354077,,,0.000229462810362,0.0031714912391,,,,,2.2472918059e-17,0.0139774950521,3.10709177828,0.00107564037954
4.2,-0.126829051432,-0.257294085672,0.46024078201,,,0.000309237665489,0.00288245478053,,,,,2.12236564681e-17,0.0140633234802,3.10983373355,0.000995174033979
4.3,0.300831414735,0.144369516511,0.460237469165,,,0.000420912975415,0.00305876769344,,,,,2.13498545372e-17,0.0140642251631,3.10968250406,0.00090547087673
4.4,0.414372696051,0.31799382263,0.460232944462,,,0.000536464320486,0.00405661308348,,,,,2.06852220102e-17,0.0139865248218,3.11477944438,0.000849435380326
4.5,0.398506017409,0.325805942159,0.460228157524,,,0.000613480395781,0.00627473540585,,,,,1.93956259131e-17,0.0138155288296,3.12854499086,0.000842239896081
4.6,0.365953382388,0.305184537089,0.460223519623,,,0.000623898412912,0.0100557798843,,,,,1.89946810405e-17,0.013519290567,3.151675151,0.000891201101984
4.7,0.335171326875,0.279966616051,0.460219192511,,,0.000573033085978,0.0153447086366,,,,,1.93820552178e-17,0.0130633184607,3.18151199699,0.000994601887492
4.8,0.311747381803,0.256222848416,0.460215331321,,,0.000485804333133,0.0211919197261,,,,,1.95497116308e-17,0.0126632036562,3.21164455091,0.00113415104268
4.9,0.300445236744,0.238846062117,0.460212112444,,,0.000394534918379,0.0255426808018,,,,,1.98401693086e-17,0.0132149400825,3.23389361507,0.00126893020899
5,0.30798895482,0.235594076166,0.460209594956,,,0.000344173227256,0.0262875111265,,,,,2.02206613684e-17,0.0139582110367,3.24217658084,0.00134154205878
5.1,0.344026569753,0.259424344827,0.460207628581,,,0.000384910416112,0.0233080914814,,,,,2.05714444526e-17,0.0146562541859,3.23541495486,0.00130747278044
5.2,0.411615521503,0.323357056582,0.460205964098,,,0.000514738988551,0.0186611292278,,,,,2.17837169091e-17,0.0151476520654,3.21720613717,0.00117017298392
5.3,0.473812595224,0.40287087966,0.460204495243,,,0.000686912061116,0.014495454818,,,,,2.2489224731e-17,0.0154369083692,3.19312519428,0.000982152039382
5.4,0.460204385476,0.409147094079,0.460203422322,,,0.000852033079193,0.0118124276129,,,,,2.42508425393e-17,0.0154420571141,3.16836467723,0.000810827873774
5.5,0.372615561791,0.328139838951,0.460203213224,,,0.000965769431936,0.0107676603079,,,,,2.4452802075e-17,0.0151535597754,3.1469080863,0.000705385003045
5.6,0.270419237088,0.233669749757,0.460204412162,,,0.00100064362567,0.0112863584781,,,,,2.420214654e-17,0.0149075056932,3.13158268248,0.000683942653866
5.7,0.184897349308,0.159916541482,0.460207424525,,,0.000957985121367,0.0134301748596,,,,,2.27267677559e-17,0.0147227202292,3.12417379846,0.000736163284522
5.8,0.119066169406,0.10676204628,0.460212362022,,,0.000862106904166,0.0175293041075,,,,,2.14608059104e-17,0.0149511908319,3.1253202527,0.000834036266
5.9,0.0673916719279,0.0677190509145,0.460218961332,,,0.000742457332447,0.0241188343871,,,,,2.07774294344e-17,0.0152828791678,3.13428513742,0.00094742074976
6,0.0234261668874,0.0375940354351,0.460226573039,,,0.000622217503767,0.0336057360631,,,,,2.01278062672e-17,0.0158412590417,3.14888403441,0.00105890628637
6.1,-0.0189656194939,0.0128887718986,0.460234248588,,,0.00051756155797,0.0456520493055,,,,,2.00118518958e-17,0.0164497578126,3.165944642,0.00116827161183
6.2,-0.0662474848156,-0.00962629466788,0.460240955637,,,0.000439293285084,0.0587164534065,,,,,1.9574937217e-17,0.0173060797185,3.18248353778,0.00128109491515
6.3,-0.125433203702,-0.0356891556605,0.460245881841,,,0.00039117602381,0.0704979516928,,,,,1.98287010119e-17,0.0182873443112,3.19709484785,0.00139112987729
6.4,-0.200412273091,-0.0763499594786,0.460248703499,,,0.000369466259867,0.0790432735652,,,,,2.02746556018e-17,0.019393604946,3.21050178573,0.00147404115218
6.5,-0.283969814772,-0.142521635786,0.460249690393,,,0.000368465384505,0.0832589954549,,,,,2.03675992172e-17,0.0206017985796,3.22481827039,0.00149790892565
